ID Factura,Numero Factura,Fecha Factura,Cliente,Item Producto,Item Cantidad,Item ProductID
0BhEQNVPXdnlawCdcesV,525,2026-02-05,Cliente General,grasera,1,
0BhEQNVPXdnlawCdcesV,525,2026-02-05,Cliente General,Filtro Compact,2,
0BhEQNVPXdnlawCdcesV,525,2026-02-05,Cliente General,Aceite Havoline,2,
0BhEQNVPXdnlawCdcesV,525,2026-02-05,Cliente General,Lodera de hule,2,
0BhEQNVPXdnlawCdcesV,525,2026-02-05,Cliente General,Bomba trasera,2,
0BhEQNVPXdnlawCdcesV,525,2026-02-05,Cliente General,Liquido de freno,1,
0BhEQNVPXdnlawCdcesV,525,2026-02-05,Cliente General,Pivot,1,
0BhEQNVPXdnlawCdcesV,525,2026-02-05,Cliente General,Mano de obra,1,SERVICIO
0FiJqEKimrH9I8WXoQ9f,683,2026-04-29,Cliente General,Filtro compact,1,
0FiJqEKimrH9I8WXoQ9f,683,2026-04-29,Cliente General,Aceite Repsol,2,
0FiJqEKimrH9I8WXoQ9f,683,2026-04-29,Cliente General,tensor de cadena,1,
0FiJqEKimrH9I8WXoQ9f,683,2026-04-29,Cliente General,Cable de clutch compact,1,
0FiJqEKimrH9I8WXoQ9f,683,2026-04-29,Cliente General,Bomba trasera,1,
0FiJqEKimrH9I8WXoQ9f,683,2026-04-29,Cliente General,Mano de obra,1,SERVICIO
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Balero 6004,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Balero 1616,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Piñon doble,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Piña multiple,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Piñon de retroceso,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Bujia,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Cable de clutch Nuevo,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Gusano de clutch,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Relay de star,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Filtro y empaque 175,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Aceite Repsol,2,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Filtro de aceite compact,1,
0bkisSXGvpOON2uuuSIV,348,2025-11-11,Cliente General,Anillo de fuego,1,
0fdjISNWJB2LDAvM15bj,601,2026-03-17,Cliente General,Bomba central bajaj,1,
0fdjISNWJB2LDAvM15bj,601,2026-03-17,Cliente General,Liquido de frenos,1,
0fdjISNWJB2LDAvM15bj,601,2026-03-17,Cliente General,Boton de Start,1,
0fdjISNWJB2LDAvM15bj,601,2026-03-17,Cliente General,Clutch completo,1,
0fdjISNWJB2LDAvM15bj,601,2026-03-17,Cliente General,Gusano de clutch,2,
0fdjISNWJB2LDAvM15bj,601,2026-03-17,Cliente General,Guardafango trasero,1,
0fdjISNWJB2LDAvM15bj,601,2026-03-17,Cliente General,Aceite Repsol,2,
0fdjISNWJB2LDAvM15bj,601,2026-03-17,Cliente General,Filtro compact,1,
0fdjISNWJB2LDAvM15bj,601,2026-03-17,Cliente General,Mano de obra,1,SERVICIO
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,kit de valvulas 205,1,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Cable de clutch viejo,1,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Filtro Compact,2,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Aceite Repsol,4,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Bomba trasera,1,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Piñon doble,1,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Balero 1616,1,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Espejo negro lila 2022,1,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Polvera grande,2,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Cable de velocidad,2,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Empaque diferencial,1,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Kit de retenedores,1,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Empaque de manifold,1,
0nwqTLFzd36XnimRlJF8,482,2026-01-15,Cliente General,Kit de anillos 205,1,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Aceite 140,2,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Amortiguador delantero,2,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Amortiguador trasero,2,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Anillos de fuego,9,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Aro ancho 4.00x8,4,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Balancines,2,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Balero 4906,2,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Balero 6004,2,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Balero 6904,2,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Baquelita LH 175,1,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Baquelita RH 175,2,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Base de gusano de metal,1,
0pavQR8JD80IrkVf0ghZ,629,2026-04-01,Cliente General,Bayoneta de nivel de aceite blanco,1,
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Cruz de cambio,1,9QznepEmRXvHVoswi2ej
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Eje de piña,1,xyO88XVEhsTZcZQGSr8Y
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Espaciador de cigüeñal,1,KItN7oeRudOANsE9LHbQ
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Flecha pequeña bajaj,1,IB90YoF9vPmbhPbzGsr2
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Foco 67 de via,1,0JF5ARpMu2bCWsvSn7Yh
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Foco silvin,1,XqSsL3cmMNXMc30h6lYb
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Guardafango delantero,1,zuglLPIwNBO5JGHRNnkX
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Guias de cadena de tiempo BAJAJ juego,1,QG0plBzJDBci8O1LBvJq
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,kit de Anillos Estandar 205,1,8h9L3zgP60jU7qetUcrD
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Kit de carbones,1,1p65y8Q6AMPuFmDZyawl
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Puente VRK,1,QkeMDoEkDzfRgkrXssVh
10VMWGYjUMNFzdiqCV5r,707,2026-05-05,Cliente General,Silicon gris,1,YPzY7o9iQLR8ET1SnS5v
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Cilindro 205,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Polvera grande,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Topes de flecha,2,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Liquido de frenos,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Cable de clutch nuevo,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Retenedor metalico,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Motor de arranque compact,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Amortiguador trasero,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Ducto de carburador,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Aceite Repsol,2,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Filtro compact,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,kit de retenedores,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Empaque diferencial,1,
1EcKaxHW7ajzdx2XgcA2,605,2026-03-20,Cliente General,Pivot compact,1,
1ZGqMqEOvtHn80PSEqkH,338,2025-11-05,Cliente General,Carburador 175,2,
1ZGqMqEOvtHn80PSEqkH,338,2025-11-05,Cliente General,Filtro de aceite compact,1,
1ZGqMqEOvtHn80PSEqkH,338,2025-11-05,Cliente General,Filtro y empaque 175,1,
1ZGqMqEOvtHn80PSEqkH,338,2025-11-05,Cliente General,Balero 1616,1,
1ZGqMqEOvtHn80PSEqkH,338,2025-11-05,Cliente General,Corona diferencial,1,
1ZGqMqEOvtHn80PSEqkH,338,2025-11-05,Cliente General,Piñon de retroceso,1,
1ZGqMqEOvtHn80PSEqkH,338,2025-11-05,Cliente General,Piñon doble,1,
1ZGqMqEOvtHn80PSEqkH,338,2025-11-05,Cliente General,Tapadera de corona,1,
1ZGqMqEOvtHn80PSEqkH,338,2025-11-05,Cliente General,Mano de obra,1,SERVICIO
1jEmOt7JV1UnjAMLH5Zd,403,2025-12-04,Cliente General,Aceite Repsol,2,
1jEmOt7JV1UnjAMLH5Zd,403,2025-12-04,Cliente General,Cable de velocidad,2,
1jEmOt7JV1UnjAMLH5Zd,403,2025-12-04,Cliente General,Llanta 4.00-8TT,2,
1jEmOt7JV1UnjAMLH5Zd,403,2025-12-04,Cliente General,Cable compact blanco de velocidad,1,
1jEmOt7JV1UnjAMLH5Zd,403,2025-12-04,Cliente General,Cable compact negro de velocidad,1,
1jEmOt7JV1UnjAMLH5Zd,403,2025-12-04,Cliente General,Planta sola 175,1,
1jEmOt7JV1UnjAMLH5Zd,403,2025-12-04,Cliente General,Mano de obra,1,SERVICIO
1jq1FbrwsoOyeszVdjIa,371,2025-11-19,Cliente General,Bomba trasera,1,
1jq1FbrwsoOyeszVdjIa,371,2025-11-19,Cliente General,Gusano de clutch,1,
1jq1FbrwsoOyeszVdjIa,371,2025-11-19,Cliente General,Carburador Nuevo Bajaj,1,
1jq1FbrwsoOyeszVdjIa,371,2025-11-19,Cliente General,Empaque de manifold PCB,1,
1jq1FbrwsoOyeszVdjIa,371,2025-11-19,Cliente General,Kit de soporte cargador central,1,
1jq1FbrwsoOyeszVdjIa,371,2025-11-19,Cliente General,Capuchon de bujia,1,
1jq1FbrwsoOyeszVdjIa,371,2025-11-19,Cliente General,Aceite Repsol,2,
1jq1FbrwsoOyeszVdjIa,371,2025-11-19,Cliente General,Filtro y empaque 175,1,
1jq1FbrwsoOyeszVdjIa,371,2025-11-19,Cliente General,Mano de obra,1,SERVICIO
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Silicon gris,2,
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Polvera grande,2,
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Aceite Repsol,1,
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Pivot estandar compact,1,
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Filtro Compact,1,
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Bomba trasera,1,
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Tapon de gas plastica 2007,1,
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Aceite Havoline,2,
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Filtro y empaque,1,
1sFdEwf3Z95qOFfh8kw0,523,2026-02-04,Cliente General,Mano de obra,1,SERVICIO
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Filtro de aceite compact,1,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Aceite Repsol,2,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,cable de velocidad,2,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Bujia,1,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Capuchon de bujia,1,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Pivot,2,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Bomba trasera,1,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Llanta 4.00-8TT,1,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Silicon gris,1,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Cuarto de aceite Havoline,2,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Filtro y empaque 175,1,
2DWwcBzgIGulEbXkGZv8,387,2025-11-19,Cliente General,Mano de obra,1,SERVICIO
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Cable de velocidad,10,
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Cables de clutch nuevo,5,
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Bomba trasera,5,
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Filtro y empaque,2,
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Capuchon de bujia con cable,1,
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Adorno pidevia BCB,1,
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Pivot,1,
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Empaque de freno trasero,1,
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Cable de acelerador 2007,1,
2Q8JYHSIlthT2nxqwOhU,593,2026-03-12,Cliente General,Liquido de frenos,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Aceite Repsol,2,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Filtro Compact,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Clutch completo 2015,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Tensor de cadena,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Polvera grande,3,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Tope de flecha,4,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Cable de velocidad compact,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Cable de velocidad compact,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Liquido de freno,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Poste delantero 175,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Pivot estandar Bajaj,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Balerina grande,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Balerina pequeña,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Amortiguador delantero,1,
2Tf3KHYRbhDL0XLHWdij,477,2026-01-13,Cliente General,Mano de obra,1,SERVICIO
2qM7hAVuIjbhHDMDt3qn,513,2026-01-30,Cliente General,Aceite Repsol,2,
2qM7hAVuIjbhHDMDt3qn,513,2026-01-30,Cliente General,Filtro Compact,1,
2qM7hAVuIjbhHDMDt3qn,513,2026-01-30,Cliente General,Cable de clutch sin forro,1,
2qM7hAVuIjbhHDMDt3qn,513,2026-01-30,Cliente General,Espejo negro lila 2022,1,
2qM7hAVuIjbhHDMDt3qn,513,2026-01-30,Cliente General,Lodera de hule,2,
2qM7hAVuIjbhHDMDt3qn,513,2026-01-30,Cliente General,Guardafango trasero,1,
2qM7hAVuIjbhHDMDt3qn,513,2026-01-30,Cliente General,Mano de obra,1,SERVICIO
2rqvVIEQlcNF3507oQpu,396,2025-12-01,Cliente General,Bomba trasera,1,
2rqvVIEQlcNF3507oQpu,396,2025-12-01,Cliente General,Aceite Repsol,2,
2rqvVIEQlcNF3507oQpu,396,2025-12-01,Cliente General,Filtro de aceite compact,1,
2rqvVIEQlcNF3507oQpu,396,2025-12-01,Cliente General,Filtro y empaque 175,1,
2rqvVIEQlcNF3507oQpu,396,2025-12-01,Cliente General,Silicon gris,1,
2rqvVIEQlcNF3507oQpu,396,2025-12-01,Cliente General,Aceite 140,1,
2rqvVIEQlcNF3507oQpu,396,2025-12-01,Cliente General,Anillo de fuego,1,
2rqvVIEQlcNF3507oQpu,396,2025-12-01,Cliente General,Cable de velocidad,2,
2rqvVIEQlcNF3507oQpu,396,2025-12-01,Cliente General,Mano de obra,1,SERVICIO
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Flecha pequeña,1,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Anillo de fuego,1,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Filtro y empaque,2,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Aceite castrol,2,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Bomba trasera,2,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Liquido de freno,1,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Lodera de hule,1,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,bujia,2,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Balero 6904,1,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Filtro Compact,1,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Aceite Repsol,2,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Kit de empaque 2015,1,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Cable de clutch sin forro,1,
2trMocxe2a6FffZDoDXO,498,2026-01-23,Cliente General,Gusano de clutch,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Filtro Compact,3,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Aceite Repsol,4,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Guardafango trasero,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Balancines Bajaj,2,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Arbol de leva,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Kit de sello de valvulas,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Carter lado magneto,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Cigueñal,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Cilindro 205,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Tope de cigüeñal,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Kit de empaque 205,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Kit de retenedores,1,
2up4yBqfWCXiQKKr7Im9,545,2026-02-17,Cliente General,Balero 142216,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Cable sin forro de velocidad,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Filtro y empaque 175,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Relay de Star,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Havoline,2,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Llanta 4.00-8TT,2,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Clutch completo,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Empaque de clutch,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Pivot estandar bajaj,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Silvin completo,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Cable de velocidad,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Anillo de fuego,2,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Cable de clutch viejo,1,
2v7h5rtve4azsI4HOBRY,402,2025-12-04,Cliente General,Mano de obra,1,SERVICIO
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Cruz de cambio,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Tornillo de cruz,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Gusano de cruz,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Piñon de segunda,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Piñon de tercera,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Selector de velocidad,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Cadena de tiempo,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Guias de cadena,2,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Bomba de aceite,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Baleros 1616,2,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Balero 6004,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Clutch completo,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Piña multiple,1,
31oKjY4xQdpNJ7TxiA0l,546,2026-02-17,Cliente General,Mano de obra,1,SERVICIO
33sWLLW0BtTzsw70yuWg,528,2026-02-06,Cliente General,Pivot estandar Bajaj,1,
33sWLLW0BtTzsw70yuWg,528,2026-02-06,Cliente General,Tensor de cadena,1,
33sWLLW0BtTzsw70yuWg,528,2026-02-06,Cliente General,Bujin de masa,1,
33sWLLW0BtTzsw70yuWg,528,2026-02-06,Cliente General,Bomba central de freno,1,
33sWLLW0BtTzsw70yuWg,528,2026-02-06,Cliente General,Tijera izquierda LH,1,
33sWLLW0BtTzsw70yuWg,528,2026-02-06,Cliente General,Mano de obra,1,SERVICIO
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Piña multiple,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Eje de piña,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Espaciador de cigüeñal,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Kit de anillo 205,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Kit de empaque 205,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Capuchon de bujia,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Balero 6004,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Guias de cadena,2,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Bomba de aceite,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Cadena de tiempo,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Filtro y empaque 175,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Tensor de cadena 205,1,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Havoline,2,
37Qs6ShlGjToUAQ643pR,405,2025-12-05,Cliente General,Mano de obra,1,SERVICIO
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Aceite Repsol,4,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Filtro Compact,4,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Empaque de culata,1,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Empaque de cilindro,1,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Balancines Bajaj,2,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Kit de sello de valvulas,1,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Capuchon de bujia,1,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Bujia Bajaj,1,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Anillo de fuego,1,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Filtro y empaque,2,
3EiXXdsltq34js48aOWe,556,2026-02-23,Cliente General,Mano de obra,1,SERVICIO
3OvoWFpGl7iN0lZRjpAZ,570,2026-02-28,Cliente General,Cable de clutch nuevo,1,
3OvoWFpGl7iN0lZRjpAZ,570,2026-02-28,Cliente General,Gusano de clutch,1,
3OvoWFpGl7iN0lZRjpAZ,570,2026-02-28,Cliente General,Empaque de freno trasero,5,
3OvoWFpGl7iN0lZRjpAZ,570,2026-02-28,Cliente General,Aceite Repsol,4,
3OvoWFpGl7iN0lZRjpAZ,570,2026-02-28,Cliente General,Filtro Compact,2,
3OvoWFpGl7iN0lZRjpAZ,570,2026-02-28,Cliente General,Bomba trasera,1,
3OvoWFpGl7iN0lZRjpAZ,570,2026-02-28,Cliente General,Mano de obra,1,SERVICIO
3PQXYx7edxhzO03h1wcb,368,2025-11-19,Cliente General,Llanta 4.00-8TT,2,
3PQXYx7edxhzO03h1wcb,368,2025-11-19,Cliente General,Kit de balero trasero,1,
3PQXYx7edxhzO03h1wcb,368,2025-11-19,Cliente General,Bujin de masa delantera,1,
3PQXYx7edxhzO03h1wcb,368,2025-11-19,Cliente General,Cuarto de aceite Havoline,2,
3PQXYx7edxhzO03h1wcb,368,2025-11-19,Cliente General,Filtro y empaque 175,1,
3PQXYx7edxhzO03h1wcb,368,2025-11-19,Cliente General,Balero 6904,1,
3PQXYx7edxhzO03h1wcb,368,2025-11-19,Cliente General,Parabrisas 20222-2024,1,
3PQXYx7edxhzO03h1wcb,368,2025-11-19,Cliente General,Carburador Nuevo Bajaj,1,
3PQXYx7edxhzO03h1wcb,368,2025-11-19,Cliente General,Gusano de clutch,1,
3TngmjjrbJl2OFjwgVF1,627,2026-03-31,Cliente General,Pivot,2,
3TngmjjrbJl2OFjwgVF1,627,2026-03-31,Cliente General,Filtro y empaque,1,
3TngmjjrbJl2OFjwgVF1,627,2026-03-31,Cliente General,Liquido de frenos,1,
3TngmjjrbJl2OFjwgVF1,627,2026-03-31,Cliente General,Aceite Castrol,2,
3TngmjjrbJl2OFjwgVF1,627,2026-03-31,Cliente General,Filtro compact,2,
3TngmjjrbJl2OFjwgVF1,627,2026-03-31,Cliente General,Gusano de clutch,1,
3TngmjjrbJl2OFjwgVF1,627,2026-03-31,Cliente General,Bujin de masa delantera,1,
3TngmjjrbJl2OFjwgVF1,627,2026-03-31,Cliente General,Mano de obra,1,SERVICIO
3W22y1sOJtfNc7og1tB4,520,2026-02-03,Cliente General,Empaque de cilindro,1,
3W22y1sOJtfNc7og1tB4,520,2026-02-03,Cliente General,Empaque de clutch,1,
3W22y1sOJtfNc7og1tB4,520,2026-02-03,Cliente General,Empaque diferencial,1,
3W22y1sOJtfNc7og1tB4,520,2026-02-03,Cliente General,Filtro y empaque,1,
